Tweets,Username,Created_at,User location,Coordinates
RT @TheSpeedSnail: @ariandersen @AhmedBaba_ #Zuckerberg is a sociopath. Which is why we need laws to regulate pretty much everything. You c…,Mommypirate2,11/30/2019 11:22,adrift,-
"RT @Jayanth_tweets: You earn a living to live well, not to kill yourself with stress. - Sg
@SadhguruJV conducts Isha Yoga Programs in #Chen…",pavankumar_gvr,11/30/2019 11:10,"Chennai, India",-
"RT @RedmenAcademy: Competition!! 

For your chance to win this signed Steven Gerrard framed shirt, complete with certificate of authenticat…",kstafford70,11/30/2019 11:06,,-
"RT @RedmenAcademy: Competition!! 

For your chance to win this signed Steven Gerrard framed shirt, complete with certificate of authenticat…",joannem1970,11/30/2019 11:06,UK,-
"RT @SwamiGeetika: This is how JNU students manhandled CRPF jawans during their protest

Who gave them the right to make a complete mockery…",rajak_my,11/30/2019 11:02,"Kolkata, India",-
RT @yazzyss: #Sale #kids #jewellery 50% OFF  #cute &amp; sophisticated jewellery for kids. But of course also WOW fashion jewelery for adults #…,yazzyss,11/30/2019 11:00,"Weiswampach, Luxembourg",-
RT @BookRecommenda3: Nominated #CostaBookAwards OnChapelSands by LauraCumming #book #books #BookBoost #booklover #BookRecommendation #Monda…,chrisderrick1,11/30/2019 10:58,Hertfordshire UK,-
"RT @EssaysAgrade: Essay Writing Services ‼
Are you Looking for good grades? Well, look no further. We do all online classes work at a frien…",EssaysAgrade,11/30/2019 10:56,UK/USA,-
"RT @SOMCORAZON: 🖤❄️ 
    ,,,,*Love the Smell of possibiliTy in the dAy~

    ~they Light up the Dreams* You got this?🌹 

    #MagicalDraw #…",AYDSMA,11/30/2019 10:54,,-
"RT @CrypcoreDotCom: As we all set out today, lets work hard and choose to make a positive difference in anything we do. 

#TuesdayThoughts…",KollolKabir,11/30/2019 10:50,Bangladesh,-
"RT @EVheeky: I choose #Black over #Bra 
#NoBraDay 💃💃💃💃
#TuesdayMotivation 💅 https://t.co/nJWNBDkOaj",EVheeky,11/30/2019 10:47,"Lagos, Nigeria",-
"RT @letsgrowhumans: ""The older you get, the more you realize it's not what happened - it's how you dealt with it.” Happy 80th Birthday, Tin…",Shikha_ZZZ,11/30/2019 10:42,,-
"RT @OceansBeauties: Today's Ocean Beauty : Blue Whale 

Can you believe they can take in over 10,000 gallons of sea water in one long gulp!…",leclatement,11/30/2019 10:37,"La Ravoire, France",-
"RT @Om37076142: Fuck the System

#educacion #school #system 
#internationalwomensday #olympics #pets #friends #piday #worldwaterday #funny…",luzmarinamoreno,11/30/2019 10:36,SUO TEMPORE,-
"RT @Om37076142: Fuck the System

#educacion #school #system 
#internationalwomensday #olympics #pets #friends #piday #worldwaterday #funny…",DuPouvoirDachat,11/30/2019 10:29,,-
"RT @CommsExpress: How do you fancy winning an Amazon Echo Dot?

Find out how &gt; https://t.co/Ha7SgtJssV

#Win #Competition #TuesdayMotivatio…",shonamackie,11/30/2019 10:29,"Huntly, Scotland",-
"RT @Critter249: https://t.co/bscYkUugXX
#Pearl #Bracelet and #Earrings Set #Red and White #Handmade #Jewelry  #Christmas #Winter #Gifts htt…",CapeCodGiftShop,11/30/2019 10:29,"Fargo, ND",-
RT @JenkynLisa: Awesome to see so many lovely people @CBNLondon this afternoon. There were twice as many people there that you can see in t…,autismdan,11/30/2019 10:28,"Southsea, England",-
RT @SierraClub: ICYMI: Victory! Another Year Passes With No Arctic Refuge Drilling Leases https://t.co/2ypytB86A5 #ProtectTheArctic #Tuesda…,688TUG,11/30/2019 10:27,,-
"RT @RedmenAcademy: Competition!! 

For your chance to win this signed Steven Gerrard framed shirt, complete with certificate of authenticat…",LFC_PaulS,11/30/2019 10:26,"Liverpool, England",-
"RT @c_ewenike: *If I  ever meet any of those avatars like mbah and #gloryosei  inna lift ima legit do this shii to em no cap😂😫
#TuesdayMoti…",Rashaveen,11/30/2019 10:25,Nigeria,-
"RT @c_ewenike: *If I  ever meet any of those avatars like mbah and #gloryosei  inna lift ima legit do this shii to em no cap😂😫
#TuesdayMoti…",tafari_ru,11/30/2019 10:25,Ku gasozi ka kure,-
Let's #talk #turkey: I'm #thankful we're so #stuffed full of #opportunity at Premise! Visit our #website or #apply… https://t.co/5A4Zeo3GYI,premiselaura,11/30/2019 10:18,"Indianapolis, IN",-
"Fuck the System

#educacion #school #system 
#internationalwomensday #olympics #pets #friends #piday #worldwaterday… https://t.co/ZPboCYioB8",Om37076142,11/30/2019 10:14,Everywhere,-
"RT @AbramsChronicle: 💙 Competition time 💙 

#RT and follow for a chance to #win a copy of #SofiaValdezFuturePrez! This amazing book also co…",bestsweeps,11/30/2019 10:11,,-
"RT @AbramsChronicle: 💙 Competition time 💙 

#RT and follow for a chance to #win a copy of #SofiaValdezFuturePrez! This amazing book also co…",laurajroach,11/30/2019 10:10,"Cardiff, Wales",-
RT @CandRGroup: Another testament to the fact that investing without an education and research will ultimately lead to regrettable investme…,obaga_winnie,11/30/2019 9:52,,-
RT @CandRGroup: How do you define success? #TuesdayMotivation https://t.co/6ZZqcJcSZ2,obaga_winnie,11/30/2019 9:46,,-
RT @ballet4lifeuk: #TuesdayMotivation - celebrating 15th Anniversary! Why not #dance w/ us today? #Over50  #ballet #silverswans +dance fitn…,Movein2Welbng,11/30/2019 9:43,"Ealing, London",-
"RT @SonyMusicSouth: The awe-inspiring #Idharkuthaan from #Bigil! 👑

Click play now for a dose of #TuesdayMotivation ➡️ https://t.co/hdWzsW8…",Kutraleesh1,11/30/2019 9:40,"Kanchipuram, India",-
"RT @SmartMediaEnte2: We are the boysu Remix Song 👇

https://t.co/0CBmuwB4FA

👆 Exclusive 👆
#Kavin #kavinarmy #Losliya #LosliyaArmy #Sandy #…",rossisandy11,11/30/2019 9:39,chengalpet,-
"RT @RedmenAcademy: Competition!! 

For your chance to win this signed Steven Gerrard framed shirt, complete with certificate of authenticat…",FairlyGirly,11/30/2019 9:35,,-
"RT @Avni39266329: #TuesdayMotivation
Who taught himself to kill a lifeless creature, became a master of his own free will and says, God is…",RanbirD33097338,11/30/2019 9:32,,-
RT @dsavagge_: 🚨🚨‼️Drip Baby drops on Christmas‼️🚨🚨 @Az_Cohen @coachk44 @qcm_p @1GunnaGunna @youngthug @300 #TuesdayMotivation #TuesdayMorn…,JustinF_01,11/30/2019 9:27,,-
RT @dsavagge_: 🚨🚨‼️Drip Baby drops on Christmas‼️🚨🚨 @Az_Cohen @coachk44 @qcm_p @1GunnaGunna @youngthug @300 #TuesdayMotivation #TuesdayMorn…,dsavagge_,11/30/2019 9:25,"Augusta, GA",-
RT @dsavagge_: 🚨🚨‼️Drip Baby drops on Christmas‼️🚨🚨 @Az_Cohen @coachk44 @qcm_p @1GunnaGunna @youngthug @300 #TuesdayMotivation #TuesdayMorn…,ImajFranklin3,11/30/2019 9:24,"Kennesaw, GA",-
"RT @CoreDev_USA: “Be the change that you wish to see in the world.” ― Mahatma Gandhi
.
.
@solar24news #solar24news #TuesdayMotivation #Tues…",Its_me_idinesh,11/30/2019 9:21,India,-
"RT @holybibletoday: #Prayer

Now &amp; forever,

Thank you for undue love, God
Thank you for undue care, God
Thank you for undue help, God
Than…",princeolbum,11/30/2019 8:52,"Lagos, Nigeria",-
"RT @Snishaa2: Good Morning Friends💞
Happy #Tuesday
Keep Your Circle Positive🌸
SPEAK GOOD WORDS!
THINK GOOD THOUGHTS!
DO GOOD DEEDS!
#GoodMo…",TravelVideo_,11/30/2019 8:41,,-
"RT @SonyMusicSouth: The awe-inspiring #Idharkuthaan from #Bigil! 👑

Click play now for a dose of #TuesdayMotivation ➡️ https://t.co/hdWzsW8…",kruba97,11/30/2019 8:37,,-
"RT @ADanielsMusic: Ladies and Gentleman, on saxophone tonight, the one and only, Mr @SaxBarrister 🎷- The One is available in all good music…",saxbarrister,11/30/2019 8:36,"Lagos, Nigeria",-
"RT @AbramsChronicle: 💙 Competition time 💙 

#RT and follow for a chance to #win a copy of #SofiaValdezFuturePrez! This amazing book also co…",lostinlincs,11/30/2019 8:32,Lincolnshire,-
RT @MaveleWorldWide: Myself alongside @KTAKING2 @Ramollo_Mazda doing magic at CLX ultimate party. Le rona re beha #SesothoFashioneng shout…,MapluzaH,11/30/2019 8:30,"Alberton, South Africa",-
"RT @shivanijaipur: #GodMorning_MeatEaters
Those who eat meat are destined to hell. There is no provision of eating meat in any of our scrip…",dagar_munesh,11/30/2019 8:28,,-
"RT @mayovu1: Where the fight started . #amapiano #prettygirlsloveamapiano 
#MondayMorning #MorningLive #TuesdayMotivation #WednesdayVibes #…",Pinky_Zungu,11/30/2019 8:27,richmond,-
RT @HannahJaneAllen: Everyone else out there writing in their spare time - how do you keep motivated when life+work are particularly all-co…,_pastelpumpkin_,11/30/2019 8:26,United Kingdom,-
RT @Suzanneromance: Sometimes love can be a heavenly hell.  https://t.co/qRb83uZPww #RomanceReaders #WritingCommunity #psychology #unconven…,bigtickHK,11/30/2019 8:22,"Sydney, New South Wales",-
"RT @AbramsChronicle: 💙 Competition time 💙 

#RT and follow for a chance to #win a copy of #SofiaValdezFuturePrez! This amazing book also co…",LaaMoii,11/30/2019 8:18,🇬🇧,-
"What would you do if I dropped my robe? 😉➢➢
🤓💀 #عليالسلامه
 #TuesdayMotivation
 #粉塵爆発
 https://t.co/cvcIE2Q4NA",Arud2783,11/30/2019 8:16,,-
"RT @PALSprograms: Happy season finale!! Now feast your eyes upon these positively radical PALS getting👏work👏done👏

#palsprograms #pals #dow…",juliana_portoni,11/30/2019 8:10,,-
RT @CityCalling: Your CV plays a key part in the search for your next role. Here are our top tips for what a CV should include. https://t.c…,MyLoc_Tracker,11/30/2019 8:09,World Wide,-
"RT @arandamdphd: You are #awesome #amazing so #empathetic to others #mycaringfriends 🙌🏽
Don't change 
Be #yourself #love #life 
Make the 🌎…",RedBizzle131,11/30/2019 8:02,"Tra Riverz, MI",-
"RT @arandamdphd: You are #awesome #amazing so #empathetic to others #mycaringfriends 🙌🏽
Don't change 
Be #yourself #love #life 
Make the 🌎…",TheKartel_DKK,11/30/2019 8:02,,-
"RT @arandamdphd: You are #awesome #amazing so #empathetic to others #mycaringfriends 🙌🏽
Don't change 
Be #yourself #love #life 
Make the 🌎…",arandamdphd,11/30/2019 8:00,"California, USA",-
"RT @OfficeOfSDhotre: 💁‍♂️Helping your #startups to get started! 
Mentorship is critical for the right foundation for building a successful…",Narayan1814,11/30/2019 7:51,,-
"RT @AbramsChronicle: 💙 Competition time 💙 

#RT and follow for a chance to #win a copy of #SofiaValdezFuturePrez! This amazing book also co…",ChatteringKate,11/30/2019 7:46,West Midlands,-
"RT @RedmenAcademy: Competition!! 

For your chance to win this signed Steven Gerrard framed shirt, complete with certificate of authenticat…",ferryglows,11/30/2019 7:45,"Birmingham / London , England",-
"RT @Horluwartoyeen: Good morning Twitter
Mo tun ti gbede oo
To all OAU Alumni convocating this December, this is for you.
.
.
Comman thank…",UgopeterUche,11/30/2019 7:43,Nigeria,-
"RT @MobilePunch: Don’t steal public money, Ribadu advises public servants
https://t.co/heawqEe8nQ
#TuesdayMotivation",visconti007,11/30/2019 7:34,"Lagos,Nigeria ",-
RT @BookRecommenda3: Nominated #CostaBookAwards OnChapelSands by LauraCumming #book #books #BookBoost #booklover #BookRecommendation #Monda…,rockethulsey,11/30/2019 7:31,Seattle,-
RT @BookRecommenda3: Nominated #CostaBookAwards OnChapelSands by LauraCumming #book #books #BookBoost #booklover #BookRecommendation #Monda…,Michelebourke1,11/30/2019 7:31,Suffolk UK,-
"RT @Anelekingston: Morning Mzansi

Please support us we do indoors and outdoors events, birthdays, anniversaries, graduation and weddings D…",Bonolo_33,11/30/2019 7:28,Lesotho,-
"RT @boomzy1231: 🦃🐤🐥🐦All good things are wild and free🕊️🐧🐦🐥

💓 My happiness stone art painting 🤗💓

#TuesdayThoughts 
#TuesdayMotivation 
#my…",vikashvikash84,11/30/2019 7:28,,-
"RT @liliana_dorina: Rethymnon, Crete, Greece
September Sunset 
#Rethymnon #Crete #Greece #travelphotography #September2019 
📷#PanasonicLumi…",6WxVjkfC4Ea8TEC,11/28/2019 8:38,大阪 ,-
RT @MarcMordey: Alarmed to hear of an earthquake between Crete and Kythera yesterday - hope all are safe and well. Kythera has special sign…,ekotro01,11/28/2019 8:34,,-
"RT @liliana_dorina: Creta,Rethymnon, Greece
Memories Of This Summer 
#Rethymnon #Crete #Greece #travelphotography #June2019 
📷#PanasonicLum…",Matilde99101783,11/28/2019 8:34,Italy 🇮🇹,-
"RT @liliana_dorina: Rethymnon, Crete, Greece
September Sunset 
#Rethymnon #Crete #Greece #travelphotography #September2019 
📷#PanasonicLumi…",Matilde99101783,11/28/2019 8:34,Italy 🇮🇹,-
Alarmed to hear of an earthquake between Crete and Kythera yesterday - hope all are safe and well. Kythera has spec… https://t.co/J0XTKKJ3D0,MarcMordey,11/28/2019 8:34,Newport Pembrokeshire,-
RT @NationalHerald: The strong #quake measuring 6.1 on the Richter scale recorded between the islands of #Kythera and #Crete on Wednesday i…,MarcMordey,11/28/2019 8:25,Newport Pembrokeshire,-
RT @MariaKaramitsos: Crete earthquake: Powerful 6.0-magnitude quake strikes Greek island https://t.co/nnvYrqWNZd via @Independent | #greece…,MarcMordey,11/28/2019 8:25,Newport Pembrokeshire,-
"@Bahriye1773 ""Memorandum of Understanding Concerning the Restriction of Marine Jurisdiction"" was signed between… https://t.co/ViczNNOH08",_Soru_Yorum_,11/28/2019 8:24,,-
Waking up to this beautiful view in a private peaceful Villa is all we need for a perfect #ThursdayMorning ☀🏡… https://t.co/7KIKKK3rVN,thehotelgr,11/28/2019 8:19,"Crete, Greece",-
2019 was a very prosperous year for us! We won a number of great awards but we could not have done it without you!… https://t.co/VHbmXnISE1,OscarSuites,11/28/2019 8:00,"Agia Marina, Chania, Crete",-
The @cycladic_museum in Athens has announced a lecture cycle on #archaeology in #Crete (excavations &amp; research proj… https://t.co/1MsErym224,greeknewsagenda,11/28/2019 7:48,Greece,-
"RT @TheBrochProject: Cripes, it's #brochtee Wednesday! We love seeing Caithness Broch Project going far and wide - here's our merch being m…",Unlucky_Andrew,11/28/2019 7:39,australia,-
"RT @LloydWisconsin: #seismos, #crete  A note on the earthquakes in Albania and Crete.
First I must say that I do not know the statistical m…",Yachting_Greece,11/28/2019 7:30,"Attiki, Greece",-
"#seismos, #crete  A note on the earthquakes in Albania and Crete.
First I must say that I do not know the statistic… https://t.co/INdWlO98Tc",LloydWisconsin,11/28/2019 7:24,,-
"RT @milletworld: #Earthquake takes place at #sea between #islands of #Kythira, #Crete in south of #Peloponnese Peninsula https://t.co/5gqJW…",akcep99,11/28/2019 6:28,"Xanthi, Greece",-
"RT @cretetravel: Imagine waking up to this ... ☺️
https://t.co/m1sh6MFuHv #Sailing #Gavdos #Island #Sea_Kayak #Crete https://t.co/GSOhWMiZKs",boatmarinelife,11/28/2019 6:15,United Kingdom,-
"Imagine waking up to this ... ☺️
https://t.co/m1sh6MFuHv #Sailing #Gavdos #Island #Sea_Kayak #Crete https://t.co/GSOhWMiZKs",cretetravel,11/28/2019 6:13,"Crete, Greece",-
"Hyundai Creta 1.6L
Brand New
Year 2020
1.6L Diesel Engine
Automatic Transmission
Color White
#creta #greece… https://t.co/rsOgBwtRdO",MileleMotors,11/28/2019 5:37,"Dubai, United Arab Emirates",-
"RT @TheBrochProject: Cripes, it's #brochtee Wednesday! We love seeing Caithness Broch Project going far and wide - here's our merch being m…",timgollins,11/28/2019 5:35,Edinburgh,-
"Musical Transcriptions I - 184 instrumental tunes from the #Aegean and #Ionian Seas, #Crete and #Cyprus
https://t.co/55uI4O2cb8",mousikeskatagr,11/28/2019 5:06,Greece,-
"RT @CONTEMPRA_INN: The #World’s #oldest #olive #tree in the world located on the island of #Crete. It is estimated to be more than 3,000 ye…",CONTEMPRA_INN,11/28/2019 4:39,⚜️New Orleans-Kenner⚜️,-
"RT @liliana_dorina: Creta,Rethymnon, Greece
Memories Of This Summer 
#Rethymnon #Crete #Greece #travelphotography #June2019 
📷#PanasonicLum…",crisistiocix,11/28/2019 4:03,"Fasano, Puglia",-
"RT @liliana_dorina: Rethymnon, Crete, Greece
September Sunset 
#Rethymnon #Crete #Greece #travelphotography #September2019 
📷#PanasonicLumi…",crisistiocix,11/28/2019 4:03,"Fasano, Puglia",-
RT @AdaSC2: #Crete is an amazing place for holidays 😊 https://t.co/L4JvUppKsl,Sepeye,11/28/2019 3:25,"Bay Area, CA. USA",-
"RT @Ethericroads: 6.58 magnitude earthquake in Crete, Greece.  #Crete #Greece https://t.co/VEhKcaUMKe",DDTlupiro,11/28/2019 0:19,,-
"RT @TheWatchers_: M6.1 earthquake hits near the coast of Crete, Greece https://t.co/EtwFhe2Ghd #earthquake #Crete #Greece",DDTlupiro,11/28/2019 0:02,,-
"RT @TheBrochProject: Cripes, it's #brochtee Wednesday! We love seeing Caithness Broch Project going far and wide - here's our merch being m…",astaines,11/27/2019 23:54,"Dublin, Ireland",-
"RT @TheBrochProject: Cripes, it's #brochtee Wednesday! We love seeing Caithness Broch Project going far and wide - here's our merch being m…",Ciocia,11/27/2019 23:32,"Treaty 6 land, London, Ontario",-
"RT @TheBrochProject: Cripes, it's #brochtee Wednesday! We love seeing Caithness Broch Project going far and wide - here's our merch being m…",therecycla,11/27/2019 23:31,"London, England ,UK.",-
"Cripes, it's #brochtee Wednesday! We love seeing Caithness Broch Project going far and wide - here's our merch bein… https://t.co/xuIOVfxIwS",TheBrochProject,11/27/2019 23:30,"Caithness, Scotland",-
"RT @milletworld: #Earthquake takes place at #sea between #islands of #Kythira, #Crete in south of #Peloponnese Peninsula https://t.co/5gqJW…",milletmedia,11/27/2019 22:42,Greece,-
"RT @milletworld: #Earthquake takes place at #sea between #islands of #Kythira, #Crete in south of #Peloponnese Peninsula https://t.co/5gqJW…",CinarFM,11/27/2019 22:41,Batı Trakya | Gümülcine,-
"RT @milletworld: #Earthquake takes place at #sea between #islands of #Kythira, #Crete in south of #Peloponnese Peninsula https://t.co/5gqJW…",kumanolu,11/27/2019 22:25,,-
"RT @milletworld: #Earthquake takes place at #sea between #islands of #Kythira, #Crete in south of #Peloponnese Peninsula https://t.co/5gqJW…",CengizOmer,11/27/2019 22:25,"Batı Trakya / Western Thrace, Greece",-
"Fucking around with @kristinaseverywhere.  Taking selfies. 
#traveler
#travels
#travelling 
#travelgram… https://t.co/46VX9waqed",mujabur,11/27/2019 22:13,"California, USA",-
"How we modify @Tesla Cybertruck in the Island of Crete in Greece.🇬🇷😂😂😂
@elonmusk
#Crete #Greece
#Cybertruck https://t.co/51Ixxq0NfI",pauloskriaras,11/27/2019 21:17,,-
RT @sfakia_crete: First snow of the coming winter in the White Mountains #Sfakia #Crete at Mt. Pachnes https://t.co/AAOWAmLhSa https://t.co…,atbenjaminart,11/27/2019 20:18,England,-
"RT @SunnyHolidays4u: Mountains, sandy beaches, tradition: #Crete has something for everyone! 

Where would you go first?

📹 via @TravelLeis…",EastMedMonitor,11/27/2019 20:09,EastMed/Global,-
"RT @SunnyHolidays4u: Mountains, sandy beaches, tradition: #Crete has something for everyone! 

Where would you go first?

📹 via @TravelLeis…",Artem1os,11/27/2019 20:07,Cyprus,-
"RT @airnewsalerts: Strong quake shakes #Greek island of #Crete 
#Earthquake #Greece
https://t.co/qwp4N5o1CY",JCitraj,11/27/2019 19:37,,-
"RT @SunnyHolidays4u: Mountains, sandy beaches, tradition: #Crete has something for everyone! 

Where would you go first?

📹 via @TravelLeis…",titromero,11/27/2019 19:36,Cyprus,-
"RT @liliana_dorina: Rethymnon, Crete, Greece
September Sunset 
#Rethymnon #Crete #Greece #travelphotography #September2019 
📷#PanasonicLumi…",Smile38445784,11/27/2019 19:27, (VOLOS)GREECE,-
"RT @WednyDrinks: Picking up chlorofluorocarbons on this #Crete 
 Scheurebe from Peanut Cellar - I'd still rate it 79pts",Yachting_Greece,11/27/2019 19:00,"Attiki, Greece",-
"RT @liliana_dorina: Rethymnon, Crete, Greece
September Sunset 
#Rethymnon #Crete #Greece #travelphotography #September2019 
📷#PanasonicLumi…",5weet_alpenfee,11/27/2019 18:58,✨Mond ✨,-
"Picking up chlorofluorocarbons on this #Crete 
 Scheurebe from Peanut Cellar - I'd still rate it 79pts",WednyDrinks,11/27/2019 18:50,"Country Club, FL",-
"#Earthquake takes place at #sea between #islands of #Kythira, #Crete in south of #Peloponnese Peninsula https://t.co/5gqJWn46wa",milletworld,11/27/2019 18:31,Greece,-
"Gold Hours 😍 #Crête 😎
#sunset #sunsetlover #sunset_pics #sky #sun #instalike #instamoment #instamood #picoftheday… https://t.co/SCVnoPj5lc",latribudechacha,11/27/2019 18:26,France,"[[[-0.104501, 51.518605], [-0.015834, 51.518605], [-0.015834, 51.5766844], [-0.104501, 51.5766844]]]"
"Crete may be quintessential #Greek, but just dig down a little and you'll discover its many foreign influences.… https://t.co/JwrRrEGFvn",EUTravelMag,11/27/2019 18:25,Travel with us all over Europe,-
"Mountains, sandy beaches, tradition: #Crete has something for everyone! 

Where would you go first?

📹 via… https://t.co/bxv433v02H",SunnyHolidays4u,11/27/2019 17:30,Everywhere,-
RT @jabriffa: From the archive: Leap Over the Bull https://t.co/X9XCeud5Wu #Photography #Museum #Heraklion #Antiquity #Knossos #Minoans #Gr…,Josroscam,11/27/2019 16:29," Malta, Europe",-
Discover a new concept of luxury care-free living thesyntopia #luxury #travel #hotel #crete #rethymnon https://t.co/jOq7SPPD5O,PRMEDIACO,11/27/2019 16:26,,-
From the archive: Leap Over the Bull https://t.co/X9XCeud5Wu #Photography #Museum #Heraklion #Antiquity #Knossos… https://t.co/TAWujbaeiP,jabriffa,11/27/2019 16:00,Malta,-
"Three #earthquakes hit #Bosnia, #Albania and #Crete

https://t.co/AWzbcCYJRf",Gjallarhornet,11/27/2019 15:56,"Helsingborg, Skåne Sweden",-
RT @ForageCrete: Winter has arrived in Crete and it accentuates the dramatic scenery. Let the wild greens season begin! #psiloritis #psilor…,carinegr,11/27/2019 15:53,Heraklion Crete,-
"RT @TheWatchers_: M6.1 earthquake hits near the coast of Crete, Greece https://t.co/EtwFhe2Ghd #earthquake #Crete #Greece",Side73Dark,11/27/2019 15:53,,-
RT @CGtnRussi: @NASA @MarsCuriosity Good morning!!! How are you doing? Gimme reports from  #Crete #earthquake #EarthquakeAlbania,b1e56df9ce6549f,11/27/2019 15:36,,-
"RT @CATnewsDE: strong and damaging #earthquake at intermediate depth offshore #Crete, #Greece, also felt in #Libya and #Turkey @ShakingEart…",YurneroHee,11/27/2019 15:35,,-
"RT @TheWatchers_: M6.1 earthquake hits near the coast of Crete, Greece https://t.co/EtwFhe2Ghd #earthquake #Crete #Greece",edjelven,11/27/2019 15:33,Earth,-
"RT @thehotelgr: Swim in the shallow crystal clear waters of Elafonisi beach!
#crete #greece #greekislands #travel #europe #beach
https://t.…",Greece_Traveler,11/27/2019 15:25,"England, United Kingdom",-
"RT @airnewsalerts: Strong quake shakes #Greek island of #Crete 
#Earthquake #Greece
https://t.co/qwp4N5o1CY",viralvm69,11/27/2019 15:21,"Mumbai, India",-
"#Europe hit by third #majorquake in days as tremor strikes #Crete https://t.co/Wb8yyXe1K4
The #Mother's birth pangs… https://t.co/cn84HyIWYu",aunidan64,11/27/2019 15:16,EMERALD ISLE.,-
