,haunt,handshaking,Chania,Balos,vacations,health protection,scantiness,bar,,carpark,bar,,medicine
,chat ,flophouse,Chania,Falassarna,leisure time,curative care,scarcity,diner ,,at the hotel,diner ,,sickness insurance
,short,place,Chania,Frangokastello beach,leisure ,medicine,shortage,eating place,,reception desk,eating place,,social security administration
,frequent,house,Chania,Pahia Ammos,leave,public health services,choose,dining,,parking facilities,dining,,social security administration
,run,home,Chania,Georgioupolis,go on vacation,medicine,crave,catering,,lodging,catering,,care insurance
,go,housing,Chania,Sfakia beach,resting,sickness insurance,need,food,,place,food,,medicare
,voyage,chalet,Chania,Loutraki,leave period,social security administration,prefer,pizzeria,,house,pizzeria,,health-care services
,move,apartment,Chania,Maleme,pause,social security administration,require,eating house,,guesthouse,eating house,,provision of health care
,cross,flat,Chania,Souda Beach,leisure,care insurance,wish,eatery,,guest house,eatery,,health care delivery
,watch,house,Chania,Agia Marina,sleep,medicare,ache,eating place,,shelter,eating place,,medical management
,go and see,hotelier,Chania,Agioi Apostoloi,rigidity,health-care services,aspire,eating house,,building,eating house,,health
,stop,parking facility,Chania,Drapanias,take some time off,provision of health care,covet,diner,,room,diner,,public health service
,come round to,motor lodge,Chania,Finikas,recreational,health care delivery,fancy,restoring,,residence,restoring,,sanitation
,come and see,lunch,Chania,Germaniko Pouli,departure,medical management,hanker,public catering,,home,public catering,,health coverage
,make a visit,room rate,Chania,Gialiskari,weekend,health,hunger,teahouse,,rooms,teahouse,,health plan
,visite,hotel,Chania,Glyka Nera,carry,public health service,long,eating place,,comfortableness,eating place,,delivery of health care
,field trip,motel,Chania,Golden Beach,go,sanitation,lust,eating,,advance booking,eating,,provision of healthcare
,dating,hostel,Chania,Grammeno,take time off,health coverage,pine,snack bar,,catering,snack bar,,maintenance of health
,pay a call,booked,Chania,Kalamaki,take vacations,health plan,thirst,diner,,in a hotel,diner,,medicine
,visited,,Chania,Kalathas,exp.,delivery of health care,yearn,rehabilitation,,fleabag,rehabilitation,,care
,,,Chania,Kalyves,go on holiday,provision of healthcare,be greedy,restoration,,house,restoration,,public health care
,tour,,Chania,Kiani Akti,have a holiday,maintenance of health,could do with,room,,safe deposit box,room,,medical support
,trip,,Chania,Kissamos beach,go on a vacation,medicine,desiderate,trattoria,,accomodations,trattoria,,nurse
,carry,,Chania,Kolimbari,tour,care,feel a need,eatery,,located is,eatery,,healthcare services
,trip,,Chania,Koutelos,cross,public health care,have a passion for,diner,,buffet table,diner,,in the area of health
,excursion,,Chania,Krios,carry,medical support,have a yen for,remediation,,until otherwise stipulated,remediation,,public health care
,voyage,,Chania,Marathi,repose,nurse,have ambition,restaurants,,house building,restaurants,,medical support
,for a visit,,Chania,Orthi Ammos,games,healthcare services,have an urge for,at the restaurant,,steam room,at the restaurant,,nurse
,attend,,Chania,Sfinari,relaxation,in the area of health,have eyes for,recovery,,handshaking,recovery,,healthcare services
,activity,,Chania,Sougia,withdrawal,,incline toward,coffee shop,,flophouse,coffee shop,,in the area of health
,accompany,,Chania,Stalos,passage,,itch for,eating house,,place,eating house,,
,travel,,Chania,Stavros,escape,,spoil for,drink,,house home,drink,,
,trip,,Chania,Tavronitis,break off,,call for,refectory,,housing,refectory,,
,tour,,Chania,Tripiti,trip,,demand,eating place ,,chalet,eating place ,,
,call,,Chania,Votsalo,,,require,eating,,apartment,eating,,
,meet,,Chania,Votsalo,,,miss,restored,,flat,restored,,
,reach,,Chania,Platanias,,,starve,cattleman,,house,cattleman,,
,pay a call,,Chania,Paleohora Beach,,,be deficient,at a restaurant,,hotelier,at a restaurant,,
,meet,,Chania,Halikia,,,be deprived of,at the diner,,parking facility,at the diner,,
,visitor,,chania,paleochora,,,be found wanting,exp.,,motor lodge,exp.,,
,visitation,,chania,kissamos,,,be insufficient,luncheonette,,lunch,luncheonette,,
,journey,,chania,frangokastello,,,be poor,place ,,room rate,place ,,
,trip,,chania,kolimbari village,,,be short of,eating house,,doss house,eating house,,
,excursion,,chania,kalyves village,,,be without,chophouse,,chamber,chophouse,,
,meet ,,chania,platanias village,,,fall short in,diner ,,quarters,diner ,,
,guide,,chania,anopolis,,,have need of,eating place,,house,eating place,,
,pay a visit,,chania,akrotiri,,,stand in need of,dining room,,place,dining room,,
,ride,,chania,alikianos,,,,diner,,pleasure dome,diner,,
,drive ,,chania,deres,,,,eating place,,guestroom,eating place,,
,expedition,,chania,elos,,,,lunch counter,,bedrooms,lunch counter,,
,sojourn,,chania,epanochori,,,,eating,,parking deck,eating,,
,visits,,chania,gavalochori,,,,eating place,,away,eating place,,
,come and visit,,chania,kalami,,,,resturant,,brunch,resturant,,
,travelling,,chania,kandanos,,,,breakfast room,,at hotel,breakfast room,,
,find,,chania,kefali,,,,location,,auberge,location,,
,see,,chania,kournas,,,,hostelry,,chalet,hostelry,,
,call ,,chania,mournies,,,,guests,,shelter,guests,,
,stay,,chania,papadiana,,,,food court,,roadhouse,food court,,
,visitors,,chania,rodopos,,,,sold,,bar place,sold,,
,on a visit,,chania,rodovani,,,,diner,,hotels,diner,,
,surrender,,chania,souda,,,,eating-house,,dwelling,eating-house,,
,stay,,chania,stylos,,,,,,place,,,
,live,,chania,topolia,,,,,,house,,,
,stop,,chania,vamos,,,,,,abode,,,
,consult,,chania,voukolies,,,,,,place,,,
,argue,,chania,vryses,,,,,,house,,,
,go explore,,chania,loutro,,,,,,pension,,,
,travel to,,chania,prases,,,,,,parking area,,,
,trip,,chania,therissos,,,,,,located,,,
,quick visit,,chania,nerokouros,,,,,,cosiness,,,
,come to visit,,chania,elafonisi,,,,,,hotel room,,,
,appointment,,chania,balos,,,,,,guests,,,
,affair,,chania,falassarna,,,,,,hotel business,,,
,arrangement,,chania,frangokastello beach,,,,,,hotel trade,,,
,go to see,,chania,pahia ammos,,,,,,at a hotel,,,
,check,,chania,georgioupolis,,,,,,hospitality industry,,,
,show,,chania,sfakia beach,,,,,,cottage,,,
,land,,chania,loutraki,,,,,,building,,,
,enter,,chania,maleme,,,,,,gatehouse,,,
,from visiting,,chania,souda beach,,,,,,hospice,,,
,view,,chania,agia marina,,,,,,chalet,,,
,take a tour,,chania,agioi apostoloi,,,,,,remedy,,,
,call on,,chania,drapanias,,,,,,rooming house,,,
,hit,,chania,finikas,,,,,,place,,,
,activity,,chania,germaniko pouli,,,,,,board,,,
,talk,,chania,gialiskari,,,,,,camp,,,
,call,,chania,glyka nera,,,,,,house,,,
,play,,chania,golden beach,,,,,,resturant,,,
,stop,,chania,grammeno,,,,,,buffett,,,
,stay,,chania,kalamaki,,,,,,food,,,
,continue,,chania,kalathas,,,,,,our hotel,,,
,look,,chania,kalyves,,,,,,diner,,,
,pay him a visit,,chania,kiani akti,,,,,,alimony,,,
,mission,,chania,kissamos beach,,,,,,piscine,,,
,stop by,,chania,kolimbari,,,,,,receipt,,,
,meet,,chania,koutelos,,,,,,allowance,,,
,call,,chania,krios,,,,,,innkeeper,,,
,date,,chania,marathi,,,,,,mellon,,,
,engagement,,chania,orthi ammos,,,,,,at the inn,,,
,accompany,,chania,sfinari,,,,,,spa,,,
,reach,,chania,sougia,,,,,,abode,,,
,land,,chania,stalos,,,,,,remedy,,,
,enter,,chania,stavros,,,,,,poorhouse,,,
,,,chania,tavronitis,,,,,,flat,,,
,,,chania,tripiti,,,,,,place,,,
,,,chania,votsalo,,,,,,lap,,,
,,,chania,votsalo,,,,,,house,,,
,,,chania,platanias,,,,,,place,,,
,,,chania,paleohora beach,,,,,,comfortable,,,
,,,chania,halikia,,,,,,facilities,,,
,,,Rethymno,Anogia,,,,,,,,,
,,,Rethymno,Agia Galini,,,,,,,,,
,,,Rethymno,Plakias,,,,,,,,,
,,,Rethymno,Argiroupolis,,,,,,,,,
,,,Rethymno,Spili,,,,,,,,,
,,,Rethymno,Agios Vasilios,,,,,,,,,
,,,Rethymno,Atsipopoulo,,,,,,,,,
,,,Rethymno,Melambes,,,,,,,,,
,,,Rethymno,Myrthios,,,,,,,,,
,,,Rethymno,Prasses,,,,,,,,,
,,,Rethymno,Agia Galini Beach,,,,,,,,,
,,,Rethymno,Bali,,,,,,,,,
,,,Rethymno,Preveli,,,,,,,,,
,,,Rethymno,Panormos,,,,,,,,,
,,,Rethymno,Plakias Beach,,,,,,,,,
,,,Rethymno,Rodakino,,,,,,,,,
,,,Rethymno,Triopetra,,,,,,,,,
,,,Rethymno,Agios Pavlos,,,,,,,,,
,,,rethymno,anogia,,,,,,,,,
,,,rethymno,agia galini,,,,,,,,,
,,,rethymno,plakias,,,,,,,,,
,,,rethymno,argiroupolis,,,,,,,,,
,,,rethymno,spili,,,,,,,,,
,,,rethymno,agios vasilios,,,,,,,,,
,,,rethymno,atsipopoulo,,,,,,,,,
,,,rethymno,melambes,,,,,,,,,
,,,rethymno,myrthios,,,,,,,,,
,,,rethymno,prasses,,,,,,,,,
,,,rethymno,agia galini beach,,,,,,,,,
,,,rethymno,bali,,,,,,,,,
,,,rethymno,preveli,,,,,,,,,
,,,rethymno,panormos,,,,,,,,,
,,,rethymno,plakias beach,,,,,,,,,
,,,rethymno,rodakino,,,,,,,,,
,,,rethymno,triopetra,,,,,,,,,
,,,rethymno,agios pavlos,,,,,,,,,
,,,Rethymno,Enetiko,,,,,,,,,
,,,Rethymno,Geropotamos,,,,,,,,,
,,,Rethymno,Misiria,,,,,,,,,
,,,Rethymno,Petres,,,,,,,,,
,,,Rethymno,Agios Georgios,,,,,,,,,
,,,Rethymno,Pigianos Kampos,,,,,,,,,
,,,Rethymno,Perivolia,,,,,,,,,
,,,rethymno,geropotamos,,,,,,,,,
,,,rethymno,misiria,,,,,,,,,
,,,rethymno,petres,,,,,,,,,
,,,rethymno,agios georgios,,,,,,,,,
,,,rethymno,pigianos kampos,,,,,,,,,
,,,rethymno,perivolia,,,,,,,,,
,,,Heraklion,Matala,,,,,,,,,
,,,Heraklion,Agia Pelagia,,,,,,,,,
,,,Heraklion,Malia,,,,,,,,,
,,,Heraklion,Agiofaraggo,,,,,,,,,
,,,Heraklion,Tymbaki,,,,,,,,,
,,,Heraklion,Tobrouk,,,,,,,,,
,,,Heraklion,Lygaria,,,,,,,,,
,,,Heraklion,Amoudara,,,,,,,,,
,,,Heraklion,Amnissos,,,,,,,,,
,,,Heraklion,Stalida,,,,,,,,,
,,,Heraklion,Hersonissos,,,,,,,,,
,,,Heraklion,Kokkini Hani,,,,,,,,,
,,,Heraklion,Tsoutsouros,,,,,,,,,
,,,Heraklion,Fodele,,,,,,,,,
,,,Heraklion,Agia Pelagia Psaromoura,,,,,,,,,
,,,Heraklion,Agia Pelagia Mononaftis,,,,,,,,,
,,,Heraklion,Dermatos,,,,,,,,,
,,,Heraklion,Analipsi,,,,,,,,,
,,,Heraklion,Gouves,,,,,,,,,
,,,Heraklion,Karteros,,,,,,,,,
,,,Heraklion,Keratokambos,,,,,,,,,
,,,Heraklion,Kokkinos Pyrgos,,,,,,,,,
,,,Heraklion,Komos,,,,,,,,,
,,,Heraklion,Paleokastro,,,,,,,,,
,,,Heraklion,Psari Forada,,,,,,,,,
,,,Heraklion,Sidonia,,,,,,,,,
,,,Heraklion,Tertsa,,,,,,,,,
,,,heraklion,matala,,,,,,,,,
,,,heraklion,agia pelagia,,,,,,,,,
,,,heraklion,malia,,,,,,,,,
,,,heraklion,agiofaraggo,,,,,,,,,
,,,heraklion,tymbaki,,,,,,,,,
,,,heraklion,tobrouk,,,,,,,,,
,,,heraklion,lygaria,,,,,,,,,
,,,heraklion,amoudara,,,,,,,,,
,,,heraklion,amnissos,,,,,,,,,
,,,heraklion,stalida,,,,,,,,,
,,,heraklion,hersonissos,,,,,,,,,
,,,heraklion,kokkini hani,,,,,,,,,
,,,heraklion,tsoutsouros,,,,,,,,,
,,,heraklion,fodele,,,,,,,,,
,,,heraklion,agia pelagia psaromoura,,,,,,,,,
,,,heraklion,agia pelagia mononaftis,,,,,,,,,
,,,heraklion,dermatos,,,,,,,,,
,,,heraklion,analipsi,,,,,,,,,
,,,heraklion,gouves,,,,,,,,,
,,,heraklion,karteros,,,,,,,,,
,,,heraklion,keratokambos,,,,,,,,,
,,,heraklion,kokkinos pyrgos,,,,,,,,,
,,,heraklion,komos,,,,,,,,,
,,,heraklion,paleokastro,,,,,,,,,
,,,heraklion,psari forada,,,,,,,,,
,,,heraklion,sidonia,,,,,,,,,
,,,heraklion,tertsa,,,,,,,,,
,,,Lassithi,Vai,,,,,,,,,
,,,Lassithi,Makrigialos,,,,,,,,,
,,,Lassithi,Istro beach,,,,,,,,,
,,,Lassithi,Xerokampos,,,,,,,,,
,,,Lassithi,Palekastro,,,,,,,,,
,,,Lassithi,Havania,,,,,,,,,
,,,Lassithi,Kato Zakros,,,,,,,,,
,,,Lassithi,Amoudara,,,,,,,,,
,,,Lassithi,Agia Fotia,,,,,,,,,
,,,Lassithi,Sissi beach,,,,,,,,,
,,,Lassithi,Sissi beach,,,,,,,,,
,,,Lassithi,Pahia Ammos,,,,,,,,,
,,,Lassithi,Hiona,,,,,,,,,
,,,Lassithi,Almiros,,,,,,,,,
,,,Lassithi,Agios Nikolaos Beach,,,,,,,,,
,,,Lassithi,Itanos,,,,,,,,,
,,,Lassithi,Maridatis,,,,,,,,,
,,,Lassithi,Papadiokampos,,,,,,,,,
,,,Lassithi,vai,,,,,,,,,
,,,lassithi,makrigialos,,,,,,,,,
,,,lassithi,istro beach,,,,,,,,,
,,,lassithi,xerokampos,,,,,,,,,
,,,lassithi,palekastro,,,,,,,,,
,,,lassithi,havania,,,,,,,,,
,,,lassithi,kato zakros,,,,,,,,,
,,,lassithi,amoudara,,,,,,,,,
,,,lassithi,agia fotia,,,,,,,,,
,,,lassithi,sissi beach,,,,,,,,,
,,,lassithi,sissi beach,,,,,,,,,
,,,lassithi,pahia ammos,,,,,,,,,
,,,lassithi,hiona,,,,,,,,,
,,,lassithi,almiros,,,,,,,,,
,,,lassithi,agios nikolaos beach,,,,,,,,,
,,,lassithi,itanos,,,,,,,,,
,,,lassithi,maridatis,,,,,,,,,
,,,lassithi,papadiokampos,,,,,,,,,
,,,palm forest,Palm Forest,,,,,,,,,
,,,windmills,Windmills,,,,,,,,,
,,,agios nikolaos,Agios Nikolaos,,,,,,,,,
,,,tzermiado,Tzermiado,,,,,,,,,
,,,ierapetra,Ierapetra,,,,,,,,,
,,,sissi,Sissi,,,,,,,,,
,,,sitia,Sitia,,,,,,,,,
,,,elounda,Elounda,,,,,,,,,
,,,neapolis,Neapolis,,,,,,,,,
,,,kritsa,Kritsa,,,,,,,,,
,,,plaka,Plaka,,,,,,,,,
,,,zakros,Zakros,,,,,,,,,
,,,milatos,Milatos,,,,,,,,,
,,,mochlos,Mochlos,,,,,,,,,
,,,ziros,Ziros,,,,,,,,,
,,,kalamafka,Kalamafka,,,,,,,,,
,,,tourloti,Tourloti,,,,,,,,,
,,,makris gialos,Makris Gialos,,,,,,,,,
,,,knossos,Knossos,,,,,,,,,
,,,crete,Crete,,,,,,,,,
,,,hania,,,,,,,,,,
,,,khania,Khania,,,,,,,,,
,,,,,,,,,,,,,
,,,Irakleio,Rethymno,,,,,,,,,
,,,krhth,Siteia,,,,,,,,,
,,,Krhth,siteia,,,,,,,,,
,,,pachia ammos,Pachia Ammos,,,,,,,,,
,,,vasiliki,Vasiliki,,,,,,,,,
,,,stavros (kapistri),Stavros (Kapistri),,,,,,,,,
,,,episkopi,Episkopi,,,,,,,,,
,,,kentri,Kentri,,,,,,,,,
,,,vainia (giannitsi),Vainia (Giannitsi),,,,,,,,,
,,,koutsounari,Koutsounari,,,,,,,,,
,,,ferma,Ferma,,,,,,,,,
,,,agios ioannis,Agios Ioannis,,,,,,,,,
,,,agia fotia,Agia Fotia,,,,,,,,,
,,,schinokapsala,Schinokapsala,,,,,,,,,
,,,koutsouras,Koutsouras,,,,,,,,,
,,,makrygialos,Makrygialos,,,,,,,,,
,,,analipsi,Analipsi,,,,,,,,,
,,,pefki,Pefki,,,,,,,,,
,,,agios stefanos (gras),Agios Stefanos (Gras),,,,,,,,,
,,,stavrochori,Stavrochori,,,,,,,,,
,,,oreino,Oreino,,,,,,,,,
,,,monastiraki,Monastiraki,,,,,,,,,
,,,thripti,Thripti,,,,,,,,,
,,,kavousi,Kavousi,,,,,,,,,
,,,trapeza,Trapeza,,,,,,,,,
,,,bebonas,Bebonas,,,,,,,,,
,,,chrisopigi (roukakas),Chrisopigi (Roukakas),,,,,,,,,
,,,aorion,Aorion,,,,,,,,,
,,,dafni,Dafni,,,,,,,,,
,,,lastros,Lastros,,,,,,,,,
,,,mochlos,Mochlos,,,,,,,,,
,,,sfaka,Sfaka,,,,,,,,,
,,,tourloti,Tourloti,,,,,,,,,
,,,agios andreas,Agios Andreas,,,,,,,,,
,,,myrsini,Myrsini,,,,,,,,,
,,,mesa mouliana,Mesa Mouliana,,,,,,,,,
,,,exo mouliana,Exo Mouliana,,,,,,,,,
,,,kalavros,Kalavros,,,,,,,,,
,,,chamezi,Chamezi,,,,,,,,,
,,,skopi,Skopi,,,,,,,,,
,,,paraspori,Paraspori,,,,,,,,,
,,,achladia,Achladia,,,,,,,,,
,,,sitia,Sitia,,,,,,,,,
,,,piskokefalo,Piskokefalo,,,,,,,,,
,,,kato episkopi,Kato Episkopi,,,,,,,,,
,,,petras,Petras,,,,,,,,,
,,,agia fotia,Agia Fotia,,,,,,,,,
,,,roussa ekklisia,Roussa Ekklisia,,,,,,,,,
,,,analoukas,Analoukas,,,,,,,,,
,,,xirolimni,Xirolimni,,,,,,,,,
,,,chonos,Chonos,,,,,,,,,
,,,mitato,Mitato,,,,,,,,,
,,,vrysidi (magasa),Vrysidi (Magasa),,,,,,,,,
,,,arniko,Arniko,,,,,,,,,
,,,stavromenos,Stavromenos,,,,,,,,,
,,,laggada,Laggada,,,,,,,,,
,,,kellaria,Kellaria,,,,,,,,,
,,,adravasti,Adravasti,,,,,,,,,
,,,klisidi,Klisidi,,,,,,,,,
,,,zakros,Zakros,,,,,,,,,
,,,karydi,Karydi,,,,,,,,,
,,,sitanos,Sitanos,,,,,,,,,
,,,katsidoni,Katsidoni,,,,,,,,,
,,,sandali,Sandali,,,,,,,,,
,,,maronia,Maronia,,,,,,,,,
,,,zakanthos,Zakanthos,,,,,,,,,
,,,katelionas,Katelionas,,,,,,,,,
,,,nea praesos (vaveli),Nea Praesos (Vaveli),,,,,,,,,
,,,epano episkopi,Epano Episkopi,,,,,,,,,
,,,agios georgios (tourtouli),Agios Georgios (Tourtouli),,,,,,,,,
,,,agios spyridon (kanene),Agios Spyridon (Kanene),,,,,,,,,
,,,sykia,Sykia,,,,,,,,,
,,,papagiannades,Papagiannades,,,,,,,,,
,,,skordilo,Skordilo,,,,,,,,,
,,,kato krya,Kato Krya,,,,,,,,,
,,,sklavi,Sklavi,,,,,,,,,
,,,lithines,Lithines,,,,,,,,,
,,,kalo nero,Kalo Nero,,,,,,,,,
,,,perivolakia,Perivolakia,,,,,,,,,
,,,etia,Etia,,,,,,,,,
,,,armeni,Armeni,,,,,,,,,
,,,chandras,Chandras,,,,,,,,,
,,,ziros,Ziros,,,,,,,,,
,,,mesa apidi,Mesa Apidi,,,,,,,,,
,,,exo apidi,Exo Apidi,,,,,,,,,
,,,epano perivolakia,Epano Perivolakia,,,,,,,,,
,,,lamnoni,Lamnoni,,,,,,,,,
,,,agia triada,Agia Triada,,,,,,,,,
,,,chametoulo,Chametoulo,,,,,,,,,
,,,kalo chorio,Kalo Chorio,,,,,,,,,
,,,xerokampos,Xerokampos,,,,,,,,,
,,,goudouras,Goudouras,,,,,,,,,
,,,palaikastro,Palaikastro,,,,,,,,,
,,,agathia,Agathia,,,,,,,,,
,,,azokeramos,Azokeramos,,,,,,,,,
,,,kato zakros,Kato Zakros,,,,,,,,,
,,,makrilia,Makrilia,,,,,,,,,
,,,meseleri,Meseleri,,,,,,,,,
,,,prina,Prina,,,,,,,,,
,,,potami,Potami,,,,,,,,,
,,,gra-lygia,Gra-Lygia,,,,,,,,,
,,,kalogeri,Kalogeri,,,,,,,,,
,,,stomio,Stomio,,,,,,,,,
,,,nea anatoli,Nea Anatoli,,,,,,,,,
,,,ammoudares,Ammoudares,,,,,,,,,
,,,anatoli,Anatoli,,,,,,,,,
,,,kalamafka,Kalamafka,,,,,,,,,
,,,kopanes,Kopanes,,,,,,,,,
,,,myrtos,Myrtos,,,,,,,,,
,,,mythi,Mythi,,,,,,,,,
,,,malles,Malles,,,,,,,,,
,,,agios georgios,Agios Georgios,,,,,,,,,
,,,christos,Christos,,,,,,,,,
,,,metaxochori (parsas),Metaxochori (Parsas),,,,,,,,,
,,,mournies,Mournies,,,,,,,,,
,,,gdochia,Gdochia,,,,,,,,,
,,,loutraki,Loutraki,,,,,,,,,
,,,agios georgios,Agios Georgios,,,,,,,,,
,,,tertsa,Tertsa,,,,,,,,,
,,,sykologos,Sykologos,,,,,,,,,
,,,pente petres,Pente Petres,,,,,,,,,
,,,psari forada,Psari Forada,,,,,,,,,
,,,ano vigla,Ano Vigla,,,,,,,,,
,,,kato vigles,Kato Vigles,,,,,,,,,
,,,sisi,Sisi,,,,,,,,,
,,,memes,Memes,,,,,,,,,
,,,paralia milatou,Paralia Milatou,,,,,,,,,
,,,milatos,Milatos,,,,,,,,,
,,,tsampion,Tsampion,,,,,,,,,
,,,agori,Agori,,,,,,,,,
,,,vrachasi,Vrachasi,,,,,,,,,
,,,latsida,Latsida,,,,,,,,,
,,,anogia,Anogia,,,,,,,,,
,,,amygdalolakkos,Amygdalolakkos,,,,,,,,,
,,,agios antonios,Agios Antonios,,,,,,,,,
,,,adravastos,Adravastos,,,,,,,,,
,,,petros,Petros,,,,,,,,,
,,,zourva,Zourva,,,,,,,,,
,,,xirolimni,Xirolimni,,,,,,,,,
,,,peronides,Peronides,,,,,,,,,
,,,souvlos,Souvlos,,,,,,,,,
,,,amygdalea,Amygdalea,,,,,,,,,
,,,romanos,Romanos,,,,,,,,,
,,,kourounes,Kourounes,,,,,,,,,
,,,nofalias,Nofalias,,,,,,,,,
,,,perampela,Perampela,,,,,,,,,
,,,makrigennisa,Makrigennisa,,,,,,,,,
,,,dilakkos,Dilakkos,,,,,,,,,
,,,koudoumalos,Koudoumalos,,,,,,,,,
,,,finokalia,Finokalia,,,,,,,,,
,,,patsopoulos,Patsopoulos,,,,,,,,,
,,,valtos,Valtos,,,,,,,,,
,,,skinias,Skinias,,,,,,,,,
,,,agios georgios,Agios Georgios,,,,,,,,,
,,,epano & kato loumas,Epano & Kato Loumas,,,,,,,,,
,,,selles,Selles,,,,,,,,,
,,,mironikitas,Mironikitas,,,,,,,,,
,,,brouchas,Brouchas,,,,,,,,,
,,,chondrovolaki,Chondrovolaki,,,,,,,,,
,,,karydi,Karydi,,,,,,,,,
,,,dories,Dories,,,,,,,,,
,,,chavgas,Chavgas,,,,,,,,,
,,,plaka,Plaka,,,,,,,,,
,,,kastelli fournis,Kastelli Fournis,,,,,,,,,
,,,fourni,Fourni,,,,,,,,,
,,,epano pines,Epano Pines,,,,,,,,,
,,,kato pines,Kato Pines,,,,,,,,,
,,,epano elounda,Epano Elounda,,,,,,,,,
,,,kato elounda,Kato Elounda,,,,,,,,,
,,,mavrikiano,Mavrikiano,,,,,,,,,
,,,schisma eloundas,Schisma Eloundas,,,,,,,,,
,,,ellinika,Ellinika,,,,,,,,,
,,,atzimbragia,Atzimbragia,,,,,,,,,
,,,kalos lakkos,Kalos Lakkos,,,,,,,,,
,,,agia pelagia,Agia Pelagia,,,,,,,,,
,,,agios ioannis (lousesto),Agios Ioannis (Lousesto),,,,,,,,,
,,,dyo prinoi,Dyo Prinoi,,,,,,,,,
,,,drakkos,Drakkos,,,,,,,,,
,,,katsikia,Katsikia,,,,,,,,,
,,,pissidos,Pissidos,,,,,,,,,
,,,xirokambos,Xirokambos,,,,,,,,,
,,,agios nikolaos,Agios Nikolaos,,,,,,,,,
,,,limnes,Limnes,,,,,,,,,
,,,choumeriakos,Choumeriakos,,,,,,,,,
,,,nikithianos,Nikithianos,,,,,,,,,
,,,neapoli,Neapoli,,,,,,,,,
,,,voulismeni,Voulismeni,,,,,,,,,
,,,vryses,Vryses,,,,,,,,,
,,,agios konstantinos,Agios Konstantinos,,,,,,,,,
,,,amygdali,Amygdali,,,,,,,,,
,,,ano amigdali,Ano Amigdali,,,,,,,,,
,,,zenia,Zenia,,,,,,,,,
,,,roussapidia,Roussapidia,,,,,,,,,
,,,exo potami,Exo Potami,,,,,,,,,
