Tweets,Username,Created_at,User location,Coordinates
"Swim in the shallow crystal clear waters of Elafonisi beach!
#crete #greece #greekislands #travel #europe #beach… https://t.co/GLXOlhirpi",thehotelgr,2019-11-27 08:38:01,"Crete, Greece",-
"RT @Frances88991403: Streetfood in Crete Island Greece 
#travel #trndnl #streetfood #crete #creta #greece #grecia #summer #seaside #travelv…",Indiawandersoff,2019-11-26 22:11:55,India,-
"RT @Frances88991403: Streetfood in Crete Island Greece 
#travel #trndnl #streetfood #crete #creta #greece #grecia #summer #seaside #travelv…",Frances88991403,2019-11-26 22:11:28,"Napoli, Campania",-
"Streetfood in Crete Island Greece 
#travel #trndnl #streetfood #crete #creta #greece #grecia #summer #seaside… https://t.co/CY6l5EoYFE",Frances88991403,2019-11-26 22:09:01,"Napoli, Campania",-
"RT @Frances88991403: Crete Island Great Tour 
#travel #trndnl #crete #creta #greece #grecia #summer #seaside #beach #amazing #grecia #greec…",Frances88991403,2019-11-26 20:57:56,"Napoli, Campania",-
"Crete Island Great Tour 
#travel #trndnl #crete #creta #greece #grecia #summer #seaside #beach #amazing #grecia… https://t.co/Fm9Toy2LEk",Frances88991403,2019-11-26 20:54:36,"Napoli, Campania",-
Experience The Best Things To Do In Heraklion Crete - Travel Guide. Click here to find out more &gt;&gt;… https://t.co/Ho4TapydwY,davestravelpage,2019-11-26 12:36:02,"Currently in Athens, Greece",-
"RT @sauconykid: Great to see what it might like ...beautiful &amp; $$$
Watch ""#GREECE - The islands - #CRETE"" 
#llovetofly #travelling #travel…",VoyagerHero,2019-11-26 10:07:55,,-
"Great to see what it might like ...beautiful &amp; $$$
Watch ""#GREECE - The islands - #CRETE"" 
#llovetofly #travelling… https://t.co/CXxrIBvZNp",sauconykid,2019-11-26 10:00:13,,-
Balos Beach of Crete has been revered as one of the best-secluded beaches in Greece and is often compared to the Ca… https://t.co/NXWqpLgL0q,granexperiences,2019-11-26 05:01:07,,-
"RT @Frances88991403: Crete Island Great Tour 
#travel #trndnl #crete #creta #greece #grecia #summer #seaside #beach #amazing #travelvlog #t…",Frances88991403,2019-11-25 20:36:44,"Napoli, Campania",-
"RT @Frances88991403: Crete Island Great Tour 
#travel #trndnl #crete #creta #greece #grecia #summer #seaside #beach #amazing #travelvlog #t…",Frances88991403,2019-11-24 16:37:48,"Napoli, Campania",-
"RT @Frances88991403: Streetfood in Crete Island Greece 
#travel #trndnl #streetfood #seafood #fishfood #greekfood #gourmet #chef #grecia #c…",Frances88991403,2019-11-24 16:37:43,"Napoli, Campania",-
"Crete Island Great Tour 
#travel #trndnl #crete #creta #greece #grecia #summer #seaside #beach #amazing #travelvlog… https://t.co/D6iJP7F309",Frances88991403,2019-11-24 16:36:29,"Napoli, Campania",-
"Streetfood in Crete Island Greece 
#travel #trndnl #streetfood #seafood #fishfood #greekfood #gourmet #chef #grecia… https://t.co/Wb0FwslAdR",Frances88991403,2019-11-24 16:35:13,"Napoli, Campania",-
South Coast of #Crete and islands - Ultimate #travel guide https://t.co/YUllr8I3hh @AroundGreece https://t.co/ulTEHtsPqC,Mel365dotCom,2019-11-24 07:12:05,"St Kilda, Melbourne",-
Amazing #travel and photography in the north coast of #Crete https://t.co/NMVRjddrym @MWC_Events https://t.co/cWWCSEthXD,Mel365dotCom,2019-11-24 07:00:17,"St Kilda, Melbourne",-
"RT @Goatys_News: #Greece braces for more bad #weather as #SevereWeather front '#Giryonis' approaches. 
#Athens #Attica #Sporades #Crete #Ae…",daniceraj,2019-11-23 21:42:04,,-
"#Greece braces for more bad #weather as #SevereWeather front '#Giryonis' approaches. 
#Athens #Attica #Sporades… https://t.co/QNk1NENwQK",Goatys_News,2019-11-23 21:30:55,Devon UK,-
RT @timo_vaittinen: Imbros gorge at Crete #gorge #Crete #Greece #travel #Imbrosgorge https://t.co/L9f3vwc9Up,Cristob92378959,2019-11-23 21:29:27,"Florida, USA",-
Imbros gorge at Crete #gorge #Crete #Greece #travel #Imbrosgorge https://t.co/L9f3vwc9Up,timo_vaittinen,2019-11-23 16:06:43,,-
RT @VardisHotel: #Rethymno fortezza (1590) built by the Venetians to protect the city from Ottomans' attacks and pirates' raids it stands u…,DurrellSociety,2019-11-23 13:04:28,Hotel des Princes | Avignon,-
RT @VardisHotel: #Rethymno fortezza (1590) built by the Venetians to protect the city from Ottomans' attacks and pirates' raids it stands u…,Seanponty,2019-11-23 11:31:17,Wales,-
"This is the start of our weekend, as captured by (IG) parrasios1 🤗
#heraklion #sunrise #crete #aboutheraklion… https://t.co/Tn37tekBg5",AboutHeraklion,2019-11-23 09:40:18,"Heraklion, Greece",-
RT @VardisHotel: #Rethymno fortezza (1590) built by the Venetians to protect the city from Ottomans' attacks and pirates' raids it stands u…,FJacotin,2019-11-23 08:25:59,Agios NIKOLAOS Crête ,-
"RT @nunchuckbob: Cobble beaches of Agia Roumeli. After 16km’s of hiking those pebbles aren’t very friendly to your feet. 
.
.
.
#beach #tra…",WildlingTravels,2019-11-23 06:21:58,"New Delhi, India",-
"Cobble beaches of Agia Roumeli. After 16km’s of hiking those pebbles aren’t very friendly to your feet. 
.
.
.… https://t.co/gvyuiZwGiN",nunchuckbob,2019-11-23 06:20:52,,-
#Rethymno fortezza (1590) built by the Venetians to protect the city from Ottomans' attacks and pirates' raids it s… https://t.co/LZt25jodoX,VardisHotel,2019-11-23 05:28:52,"Georgioupolis, Chania","[[[22.8905274, 35.8224754], [24.1165237, 35.8224754], [24.1165237, 38.3409863], [22.8905274, 38.3409863]]]"
You can find all you want in #Crete and this is where you should go #travel https://t.co/g4gVee9h80 @livingincrete https://t.co/KsyVrHBhuU,Mel365dotCom,2019-11-22 20:36:05,"St Kilda, Melbourne",-
"Transfers from Heraklion Airport to Rethymnon, Chania, and Beyond. Click here to find out more &gt;&gt;… https://t.co/Xtz4Vp4zrB",davestravelpage,2019-11-22 17:40:02,"Currently in Athens, Greece",-
'Cretan Malia Park’ Joins Design Hotels https://t.co/r0bowpifxF @Design_Hotels @aaasb54 #Greece #Crete… https://t.co/A494cDndZi,gtpgr,2019-11-22 15:36:08,Greece,-
Heraklion Tours - Day Trips from Heraklion in Crete. Click here to find out more &gt;&gt;  https://t.co/SJWYSbhAdM… https://t.co/uax8DLwLNN,davestravelpage,2019-11-22 15:36:02,"Currently in Athens, Greece",-
"Famous #beaches of the world: Elafonissi Beach, Greece #beautiful #beach #travel #crete #greece #vacation #comeback… https://t.co/shCBaw01Sp",blogosum,2019-11-22 14:19:36,,-
RT @Mel365dotCom: The complete guide to the south coast of #Crete #travel https://t.co/YUllr8I3hh @VisitGreecegr https://t.co/LtSwaXKllU,Crete_travel,2019-11-22 12:27:14,"Crete, Greece",-
"We are having another #giveaway, this time 2 winners get to have one Cretan key chain! 
Please follow us on instagr… https://t.co/RnJd9cxpxs",AboutHeraklion,2019-11-22 11:08:10,"Heraklion, Greece",-
The complete guide to the south coast of #Crete #travel https://t.co/YUllr8I3hh @VisitGreecegr https://t.co/LtSwaXKllU,Mel365dotCom,2019-11-22 07:00:16,"St Kilda, Melbourne",-
"👤#KrisDM (krisbst08)
・・・
Thinking of you...❤️
•
•
•
•
•
Location: The Syntopia Hotel, Crete 🇬🇷 •
•
•
•
•… https://t.co/kIcVgPgZse",HoaxHot,2019-11-21 22:44:47,Philippines,"[[[24.5351174, 35.2700652], [24.7071309, 35.2700652], [24.7071309, 35.41292], [24.5351174, 35.41292]]]"
"That magical moment just before night wins the fight with the daylight .. No words are enough
Thank you @ moroz_ov_… https://t.co/XU4Y8rDWcD",AboutHeraklion,2019-11-21 18:52:51,"Heraklion, Greece",-
"Chania is beautiful also in Winter.
Explore this picturesque cretan town with our member Astraia Residence
#Crete… https://t.co/lgUTKRpWCb",AriaHotelsGR,2019-11-21 16:35:05,Greece,-
"[...] within me, an invincible summer.
#imaginemoreviews #travelling #travel #view #sea #blue #greece #crete… https://t.co/hXJVBQntMD",e_gianpapa,2019-11-21 15:58:09,"Athens, Greece","[[[25.0408554, 35.1898931], [25.2052619, 35.1898931], [25.2052619, 35.3522629], [25.0408554, 35.3522629]]]"
"RT @AboutHeraklion: A late Kalimera comes from the bright Heraklion!
Little clouds are there to break the monotonous blue (if there can eve…",FJacotin,2019-11-21 14:39:22,Agios NIKOLAOS Crête ,-
"RT @AboutHeraklion: A late Kalimera comes from the bright Heraklion!
Little clouds are there to break the monotonous blue (if there can eve…",ExploreAmadeus,2019-11-21 11:11:57,Worldwide,-
"A late Kalimera comes from the bright Heraklion!
Little clouds are there to break the monotonous blue (if there can… https://t.co/sXxvAjJGO7",AboutHeraklion,2019-11-21 11:11:43,"Heraklion, Greece",-
The #Heraklion Archaeological Museum in #Crete is one of the oldest and most important museums in #Greece… https://t.co/26VEJY7LmO,ConsultingTC,2019-11-21 08:40:04,World,-
"RT @Frances88991403: Streetfood in Crete Island Greece 
#travel #trndnl #streetfood #seafood #fishfood #greekfood #gourmet #chef #grecia #c…",Frances88991403,2019-11-20 20:57:13,"Napoli, Campania",-
"Streetfood in Crete Island Greece 
#travel #trndnl #streetfood #seafood #fishfood #greekfood #gourmet #chef #grecia… https://t.co/x6hASJZZKW",Frances88991403,2019-11-20 20:37:06,"Napoli, Campania",-
"Nightlife, couple or family trip? Check where to go in #Crete #travel https://t.co/g4gVee9h80 @aegeanairlines https://t.co/6py26kOBCg",Mel365dotCom,2019-11-20 20:24:08,"St Kilda, Melbourne",-
Bringing some sunshine and warmth to your feeds in this horrible cold weather! Can't believe it's been over a year… https://t.co/rRhOO1cTEp,jameschastney,2019-11-20 19:04:31,"Lound, England","[[[25.1834586, 35.2554988], [25.3772366, 35.2554988], [25.3772366, 35.4669572], [25.1834586, 35.4669572]]]"
"#Summer might be over here at #Plakias, but #Plakiassuites is closed for the winter season already ..

We’re counti… https://t.co/WLOf5H2PLs",plakiassuites,2019-11-20 17:13:57,"Ρέθυμνο, Ελλάς",-
"RT @FlaviaF_1310: Sharing Look up! #Top4Views on #Top4Theme #Top4ColorsInSkies + thanks to hosts @GreenMochila @Touchse @CharlesMcCool!

1)…",israel_tena,2019-11-20 14:51:08,"Morelia, Michoacan",-
Sharing Look up! #Top4Views on #Top4Theme #Top4ColorsInSkies + thanks to hosts @GreenMochila @Touchse… https://t.co/336f85aR65,FlaviaF_1310,2019-11-20 14:43:12,Paris - Mexico ,-
"RT @AboutHeraklion: Lazy Wednesdays? 
Everything is possible, if you find the right spot in #Heraklion #Crete :) 
#travel 
@TRAVELINGGREEK…",Crete_travel,2019-11-20 10:27:36,"Crete, Greece",-
"RT @AboutHeraklion: One day only in #heraklion city, #crete! 
What would be your #mustsee recommendation for the visitor? 
#greece #questio…",deppiemaz,2019-11-20 08:34:23,planet Earth,-
"RT @Havenlust: To me, you are perfect ... Knossos 🇬🇷
@VisitGreecegr💗

#travel #art #knossos #crete #greece #beauty #m #holidays #knossospal…",Julia_youkino,2019-11-20 08:31:25,,-
"RT @AboutHeraklion: Lazy Wednesdays? 
Everything is possible, if you find the right spot in #Heraklion #Crete :) 
#travel 
@TRAVELINGGREEK…",deppiemaz,2019-11-20 08:29:47,planet Earth,-
"Stavros Beach of Zorba The Greek 
#travel #trndnl #stavros #zorba #quinn #crete #greece #grecia #seaside… https://t.co/eZKhii6FtN",Frances88991403,2019-11-20 08:25:45,"Napoli, Campania",-
My beautiful @stalis_crete so many very happy memories of Stalida. Definitely my favourite place to travel. ✈️💜🌎🏝… https://t.co/I2fXaEtLam,Harriet56507688,2019-11-20 07:09:10,Chippenham ,-
"RT @aboutgreece2: Live now at #Chania, #Crete at old harbour! #travel #vacation #holidays #griechenland #Grecia #aboutgreece #grèce #Greece…",MitchellMoffatt,2019-11-20 07:00:23,Mind from bygone,-
#Travel #Photography in the South Coast of #Crete - The guide https://t.co/YUllr8I3hh @livingincrete https://t.co/wV06L7fQeJ,Mel365dotCom,2019-11-20 06:48:05,"St Kilda, Melbourne",-
