Tweets,Username,Created_at,User location,Coordinates
"RT @gmazet: M6.0 #earthquake in W #Crete.
Very few felt reports collected by @lastquake from Turkey, &gt;500 km away of the epicenter. But a l…",MeerJetzt,11/27/2019 9:03,Terra:Europa: EU:DE: NRW:Eifel,-
"RT @gmazet: M6.0 #earthquake in W #Crete.
Very few felt reports collected by @lastquake from Turkey, &gt;500 km away of the epicenter. But a l…",bernarchevalier,11/27/2019 8:58,France,-
"RT @gmazet: M6.0 #earthquake in W #Crete.
Very few felt reports collected by @lastquake from Turkey, &gt;500 km away of the epicenter. But a l…",rodee55,11/27/2019 8:58,earthbound,-
"RT @gmazet: M6.0 #earthquake in W #Crete.
Very few felt reports collected by @lastquake from Turkey, &gt;500 km away of the epicenter. But a l…",AaronM95151157,11/27/2019 8:58,,-
#Earthquake: A 6.0-magnitude tremor rattled the #Greek holiday island of #Crete this morning and ... https://t.co/VorklMEyvg via @MailOnline,Giovanni_Diraco,11/27/2019 8:57,"Lecce, Puglia",-
"RT @gmazet: M6.0 #earthquake in W #Crete.
Very few felt reports collected by @lastquake from Turkey, &gt;500 km away of the epicenter. But a l…",LastQuake,11/27/2019 8:56,"based in Paris, works globally",-
"RT @gmazet: M6.0 #earthquake in W #Crete.
Very few felt reports collected by @lastquake from Turkey, &gt;500 km away of the epicenter. But a l…",1od5miliona3,11/27/2019 8:55,"Novi Sad, Republic of Serbia",-
Magnitude 5.8 earthquake strikes near #Crete - Greek Seismologists https://t.co/5rfULzP92F,CurrentNews_EN,11/27/2019 8:55,,-
"RT @CATnewsDE: strong and damaging #earthquake at intermediate depth offshore #Crete, #Greece, also felt in #Libya and #Turkey @ShakingEart…",bdcoley3,11/27/2019 8:52,Nunya,-
"RT @CATnewsDE: strong and damaging #earthquake at intermediate depth offshore #Crete, #Greece, also felt in #Libya and #Turkey @ShakingEart…",ignis_fatum,11/27/2019 8:52,"Holon, Israel",-
"RT @gmazet: M6.0 #earthquake in W #Crete.
Very few felt reports collected by @lastquake from Turkey, &gt;500 km away of the epicenter. But a l…",vanjavucko,11/27/2019 8:51,"Wollongong, New South Wales",-
"RT @CATnewsDE: strong and damaging #earthquake at intermediate depth offshore #Crete, #Greece, also felt in #Libya and #Turkey @ShakingEart…",Zersorger,11/27/2019 8:51,"Nordrhein-Westfalen, Deutschla",-
An Ancient Night Before the Bulls #minoan #crete #creationrevolution #mindseye #witchinghour #muse #prayers… https://t.co/JghHfhIBlU,WyldPapaO,11/27/2019 8:51,"Bowling Green, KY",-
"RT @TheWatchers_: M6.1 earthquake hits near the coast of Crete, Greece https://t.co/EtwFhe2Ghd #earthquake #Crete #Greece",rose_bridget,11/27/2019 8:49,,-
"RT @gmazet: M6.0 #earthquake in W #Crete.
Very few felt reports collected by @lastquake from Turkey, &gt;500 km away of the epicenter. But a l…",VolcanoWatching,11/27/2019 8:48,"Brighton & Hove, UK",-
"RT @gmazet: M6.0 #earthquake in W #Crete.
Very few felt reports collected by @lastquake from Turkey, &gt;500 km away of the epicenter. But a l…",e____a_____,11/27/2019 8:48,,-
"RT @gmazet: M6.0 #earthquake in W #Crete.
Very few felt reports collected by @lastquake from Turkey, &gt;500 km away of the epicenter. But a l…",seismo_steve,11/27/2019 8:48,"London, England",-
"RT @TheWatchers_: M6.1 earthquake hits near the coast of Crete, Greece https://t.co/EtwFhe2Ghd #earthquake #Crete #Greece",owlwoman911_,11/27/2019 8:47,🏔HighRockyNews RT for planet),-
"strong and damaging #earthquake at intermediate depth offshore #Crete, #Greece, also felt in #Libya and #Turkey… https://t.co/KLxjN9q0QK",CATnewsDE,11/27/2019 8:47,Deutschland,-
RT @naftemporiki_en: 6R #earthquake NW of #Crete; felt in greater #Athens area | https://t.co/ZpxQfAuzCq https://t.co/wdVu6OIIIP #naftempor…,naftemporikigr,11/27/2019 8:46,"Athens, Greece",-
"M6.0 #earthquake in W #Crete.
Very few felt reports collected by @lastquake from Turkey, &gt;500 km away of the epicen… https://t.co/oeNA4FlLm7",gmazet,11/27/2019 8:46,Europe,-
Magnitude 6 #earthquake in the Hellenic Arc (NW for #Crete) a couple of hours ago. Seismic data courtesy of… https://t.co/R3a0It2Uuz,stevenjgibbons,11/27/2019 8:46,"Oslo, Norway",-
6R #earthquake NW of #Crete; felt in greater #Athens area | https://t.co/ZpxQfAuzCq https://t.co/wdVu6OIIIP #naftemporiki #Greece #Albania,naftemporiki_en,11/27/2019 8:45,"Athens, Greece",-
RT @NationalHerald: Powerful #quake rattles the #Greek island of #Crete https://t.co/ZYYF3W3bie https://t.co/9fFLlUncHJ,KikiMamn,11/27/2019 8:44,🇦🇺,-
RT @NationalHerald: Powerful #quake rattles the #Greek island of #Crete https://t.co/ZYYF3W3bie https://t.co/9fFLlUncHJ,satyambishnoi1,11/27/2019 8:42,,-
Western #Crete Rattled by Powerful #Earthquake https://t.co/tcBpGsAxnK,GreekReporter,11/27/2019 8:42,Greeks Are Everywhere! ,-
"We had a little earthquake this morning (6.1 richter), the buildings did a little shimmy but we're all ok.

Pic of… https://t.co/0Tj3eeIgXL",RedD_PR,11/27/2019 8:38,London,"[[[23.9932881, 35.4913505], [24.0649852, 35.4913505], [24.0649852, 35.5373423], [23.9932881, 35.5373423]]]"
"Swim in the shallow crystal clear waters of Elafonisi beach!
#crete #greece #greekislands #travel #europe #beach… https://t.co/GLXOlhirpi",thehotelgr,11/27/2019 8:38,"Crete, Greece",-
RT @NationalHerald: Powerful #quake rattles the #Greek island of #Crete https://t.co/ZYYF3W3bie https://t.co/9fFLlUncHJ,GreeceOutsideIn,11/27/2019 8:37,"Athens, Greece",-
Powerful #quake rattles the #Greek island of #Crete https://t.co/ZYYF3W3bie https://t.co/9fFLlUncHJ,NationalHerald,11/27/2019 8:37,"Long Island City, New York",-
No reports of damage in #Sfakia #Crete after 6.1R #earthquake this morning https://t.co/SFm1oFVCus https://t.co/tsw16T8ClI,sfakia_crete,11/27/2019 8:32,Crete,-
RT @livingincrete: First dusting of snow on the White Mountains #crete. Welcome to winter! https://t.co/vvNtXLqV8y https://t.co/60VNgTPIbg,livingfreeworld,11/27/2019 8:31,London,-
"Quake measuring 6.0 recorded north of #Crete 
https://t.co/paXCcUcdaK
#Sharjah24 https://t.co/QgwQlCcXR9",sharjah24,11/27/2019 8:29,دولة الإمارات العربية المتحدة,-
"RT @AusisEdu: The second big shock in Europe after #EarthquakeAlbania 
#earthquake #Greece, #Crete
Date: 2019-11-27 07:23:42 UTC
Mw: 6.0; D…",BCquakehelp,11/27/2019 8:27,West Coast  | North America,-
RT @Terremoti7: 🔴‼️⚠️ A STRONG EARTHQUAKE MAGNITUDE 6.0 HAS STRUCK CRETE ISLAND. EPICENTER IN MEDITERRANEAN SEA AT 40 KM FROM CRETE ISLAND.…,_antonio13_,11/27/2019 8:26,napoli,-
"RT @Gjallarhornet: #Earthquake hits #Crete day after two powerful tremors struck eastern #Europe

https://t.co/V4KnixdlLP",BCquakehelp,11/27/2019 8:25,West Coast  | North America,-
RT @PipoKloon: #earthquake in #greece #kreta #crete #griekenland could cause an #volcano #eruption of the #supervulcano in #italy #CampiFle…,BCquakehelp,11/27/2019 8:25,West Coast  | North America,-
"The second big shock in Europe after #EarthquakeAlbania 
#earthquake #Greece, #Crete
Date: 2019-11-27 07:23:42 UTC… https://t.co/yfy0hgrEdw",AusisEdu,11/27/2019 8:23,"Australian National University, Canberra, Australia",-
"RT @KananRanjit: 6.0 magnitude #earthquake. 44 km from #Kíssamos, #Crete Is, #Greece https://t.co/m86Jmxj3an",Mommieclaut,11/27/2019 8:23,,-
"RT @TheWatchers_: M6.1 earthquake hits near the coast of Crete, Greece https://t.co/EtwFhe2Ghd #earthquake #Crete #Greece",BCquakehelp,11/27/2019 8:22,West Coast  | North America,-
"RT @YanniKouts: A 5.7R #earthquake has struck #Greece, west of #Crete a few minutes ago.",alexvoudouri,11/27/2019 8:21,"Athens, Greece",-
"6.0 magnitude #earthquake. 44 km from #Kíssamos, #Crete Is, #Greece https://t.co/m86Jmxj3an",KananRanjit,11/27/2019 8:19,"Kutch, INDIA",-
"RT @TheWatchers_: M6.1 earthquake hits near the coast of Crete, Greece https://t.co/EtwFhe2Ghd #earthquake #Crete #Greece",DenisMasliah,11/27/2019 8:19,,-
"RT @RadBluCrete: ""Chasing that perfect dusk by the sea… That’s where you’ll find me""
📸 @elnur_italy/IG

#radissonblumilatos #radissonblu #m…",CanaryCruiser,11/27/2019 8:15,"Hainford nr. Norwich, UK",-
"RT @LastQuake: strong #earthquake shakes #Crete, #Greece 3 min ago. More info at: https://t.co/nfJn1VAZCc https://t.co/STQEdvNOjW",stammebark,11/27/2019 8:15,Norway,-
The light on this morning’s dog walk was stunning. #iphonex #crete https://t.co/ZkrK8JQ8xb,GraHodgetts,11/27/2019 8:15,"Crete, Greece",-
RT @PipoKloon: #earthquake in #greece #kreta #crete #griekenland could cause an #volcano #eruption of the #supervulcano in #italy #CampiFle…,Yachting_Greece,11/27/2019 8:15,"Attiki, Greece",-
"RT @YanniKouts: A 5.7R #earthquake has struck #Greece, west of #Crete a few minutes ago.",Yachting_Greece,11/27/2019 8:15,"Attiki, Greece",-
"RT @Ethericroads: 6.58 magnitude earthquake in Crete, Greece.  #Crete #Greece https://t.co/VEhKcaUMKe",kizu91,11/27/2019 8:14,,-
"RT @LastQuake: strong #earthquake shakes #Crete, #Greece 3 min ago. More info at: https://t.co/nfJn1VAZCc https://t.co/STQEdvNOjW",Dr_Ariel_Cohen,11/27/2019 8:14,United States,-
RT @Terremoti7: 🔴‼️⚠️ A STRONG EARTHQUAKE MAGNITUDE 6.0 HAS STRUCK CRETE ISLAND. EPICENTER IN MEDITERRANEAN SEA AT 40 KM FROM CRETE ISLAND.…,patmalanca,11/27/2019 8:13,Argentina,-
"RT @TheWatchers_: M6.1 earthquake hits near the coast of Crete, Greece https://t.co/EtwFhe2Ghd #earthquake #Crete #Greece",AlohaEvery1,11/27/2019 8:13,From The BIG Island of Hawaii!,-
"RT @LastQuake: strong #earthquake shakes #Crete, #Greece 3 min ago. More info at: https://t.co/nfJn1VAZCc https://t.co/STQEdvNOjW",patmalanca,11/27/2019 8:12,Argentina,-
"RT @TheWatchers_: M6.1 earthquake hits near the coast of Crete, Greece https://t.co/EtwFhe2Ghd #earthquake #Crete #Greece",VolcanoWatching,11/27/2019 8:12,"Brighton & Hove, UK",-
"M6.1 earthquake hits near the coast of Crete, Greece https://t.co/EtwFhe2Ghd #earthquake #Crete #Greece",TheWatchers_,11/27/2019 8:11,,-
Strong 6 magnitude #quake strikes off #Crete https://t.co/8kbDisHqi7 #Greece #Earthquake #MediterraneanSea via @ekathimerini,Karamarkos,11/27/2019 8:08,"Melbourne, Victoria","[[[144.593741856, -38.433859306], [145.512528832, -38.433859306], [145.512528832, -37.5112737225], [144.593741856, -37.5112737225]]]"
"Strong 6 magnitude quake strikes off #Crete

#Earthquake 

https://t.co/5KqA5nmkkm",Gjallarhornet,11/27/2019 8:07,"Helsingborg, Skåne Sweden",-
"#GREECE 6 plus scale #earthquake NOW  epicentre #CRETE, https://t.co/PZp3h3CFsn",aviationcomment,11/27/2019 8:06,"Peterborough & London, UK",-
"#Earthquake hits #Crete day after two powerful tremors struck eastern #Europe

https://t.co/V4KnixdlLP",Gjallarhornet,11/27/2019 8:06,"Helsingborg, Skåne Sweden",-
#earthquake in #greece #kreta #crete #griekenland could cause an #volcano #eruption of the #supervulcano in #italy… https://t.co/un8cvJakwR,PipoKloon,11/27/2019 8:05,"Den Haag, Nederland",-
"RT @LastQuake: strong #earthquake shakes #Crete, #Greece 3 min ago. More info at: https://t.co/nfJn1VAZCc https://t.co/STQEdvNOjW",Sina_86,11/27/2019 8:04,Where the monsters dwell.,-
#Earthquake #crete 6.1 Earthquake Crete Greece https://t.co/sCGhOla1v2 via @YouTube,RTheExplorer1,11/27/2019 8:04,"North Carolina, USA",-
"RT @LastQuake: strong #earthquake shakes #Crete, #Greece 3 min ago. More info at: https://t.co/nfJn1VAZCc https://t.co/STQEdvNOjW",f3d3r1ko,11/27/2019 8:04,Roma,-
"Strong mag. 6.0 #earthquake - #Crete, #Greece on Wednesday, 27 November 2019 - information

https://t.co/VwILAtAkVW",Gjallarhornet,11/27/2019 8:03,"Helsingborg, Skåne Sweden",-
"RT @archaeologyart: The throne room in Knossos Palace, #Crete,#Greece. https://t.co/XqtJDy9HjR",aren_benito,11/27/2019 8:02,"Switzerland,Barcelona",-
"New #Earthquake: 5,7R Northwest of #Crete! (Upd.2)
https://t.co/N810oQloLj https://t.co/eKJXeF3aV8",eprotothema,11/27/2019 8:02,,-
RT @Terremoti7: 🔴‼️⚠️ A STRONG EARTHQUAKE MAGNITUDE 6.0 HAS STRUCK CRETE ISLAND. EPICENTER IN MEDITERRANEAN SEA AT 40 KM FROM CRETE ISLAND.…,robak92,11/27/2019 8:01,Greece and UK,-
"""Chasing that perfect dusk by the sea… That’s where you’ll find me""
📸 @elnur_italy/IG

#radissonblumilatos… https://t.co/u8A3v1T19i",RadBluCrete,11/27/2019 8:01,"Milatos, Crete, Greece",-
"RT @greekliquidgold: An ancient #olive tree in #Vouves, #Crete. For a future photo essay on ancient #olivetrees from different parts of #Gr…",FJacotin,11/27/2019 8:01,Agios NIKOLAOS Crête ,-
"RT @YanniKouts: A 5.7R #earthquake has struck #Greece, west of #Crete a few minutes ago.",jtaurens,11/27/2019 8:00,Saldus novads; Rīga.,-
RT @ElenaBec: #Earthquake with preliminary magnitude of 6.0 strikes #Crete in southern #Greece; felt in Athens. No immediate reports of dam…,ResignedMinion,11/27/2019 7:59,,-
RT @TweetThisBabe: BREAKING:  A 6.1 Earthquake has hit near #Crete #Greece about 32 minutes ago.,txblue_bonnet,11/27/2019 7:58,,-
RT @ElenaBec: #Earthquake with preliminary magnitude of 6.0 strikes #Crete in southern #Greece; felt in Athens. No immediate reports of dam…,xenosstinkriti,11/27/2019 7:58,#Polonia ,-
"@myearthquakeapp Are you really sure that it wasn't a M 6.57?!? 🤔

BTW - Merry Xmas 😉

#crete #earthquake… https://t.co/1wgWhypLcJ",weissen_st,11/27/2019 7:58,Aarau - Bern - Schweiz,"[[[7.93811, 47.3520447], [7.967556, 47.3520447], [7.967556, 47.374648], [7.93811, 47.374648]]]"
RT @Terremoti7: 🔴‼️⚠️ A STRONG EARTHQUAKE MAGNITUDE 6.0 HAS STRUCK CRETE ISLAND. EPICENTER IN MEDITERRANEAN SEA AT 40 KM FROM CRETE ISLAND.…,AlexaMinozSHCJ,11/27/2019 7:57,Venezuela,-
